"fecha";"temperatura_mean";"temperatura_min";"temperatura_max";"radiation_mean";"demanda_mwh";"lluvia"
2014-12-18;7.31979166666667;4.15;14.275;88.0489583333333;30879.4416666667;"Alta"
2014-12-19;6.28177083333333;1.8375;14.6125;100.661979166667;30355.875;"Alta"
2014-12-20;6.96145833333333;3.0625;13.275;71.4572916666667;27237.1416666667;"Media"
2014-12-21;5.67916666666667;1.9375;13.35;105.734375;25383.7458333333;"Media"
2014-12-22;5.58385416666667;1.975;13.7875;107.4125;29425.9916666667;"Baja"
2014-12-23;5.12708333333333;1.45;13.9375;105.976041666667;29353.8;"Baja"
2014-12-24;4.45052083333333;0.1125;13.4;101.785416666667;26214.7375;"Baja"
2014-12-25;4.49635416666667;-0.2125;12.2875;87.3453125;22417.5;"Media"
2014-12-26;5.12864583333333;0.3875;12.65;98.5911458333333;26079.4583333333;"Alta"
2014-12-27;5.70052083333333;1.9125;11.55;76.7583333333333;26089.7708333333;"Media"
2014-12-28;4.31666666666667;0.8125;8.625;70.2791666666667;25043.05;"Baja"
2014-12-29;0.568229166666667;-2.9375;7.4625;114.094270833333;28908.5541666667;"Media"
2014-12-30;0.536979166666667;-3.1875;8.5875;111.457291666667;29437.3125;"Media"
2014-12-31;0.907291666666667;-3.7375;10.55;110.0015625;27335.8541666667;"Baja"
